User_SubFunctional_Area,User_Functional_Area,User_JobTitle,User_ProfileTitle,User_Industry,User_Experience (Years),User_Skills,Relevant_Degree,Releveant_Cert,Industry,Sector
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.67,"aix,pmp,visio,lpars,dlpars",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix specialist,aix admin,it   software,3.67,"aix,tsrm,visio,hacmp,system administratio,system backup,data center operatio",0,1,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,analog schematic designer,,it   software,3.67,"analog cmos design,virtuoso l &amp; edi,schematic editor  ca,ade l ; ade xl &amp;",0,0,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,android developer,android developer,it   software,3.67,"eclipse by ibm,j2ee,servelets,core java,android,android http webserv,sqlite,android sdk,automate",0,0,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,android developer,be with 2+months of anroid application development,it   software,3.67,"c++,html  hyper text markup language,java,php,knowledge in android,c,android,android,c c++",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application engineer,linux admin,it   software,3.67,"ldap,rhel7,ganglia,xcat",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,,it   software,3.67,"networkings,system administratio,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support test engineer,,it   software,3.67,"networkings,system administratio,investigation,maintaining servers",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associate,technical support,it   software,3.67,"itil,hardware &amp; netwo",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associate technical support,senior desktop engineer,it   software,3.67,"windows xp,ms office &amp; m s,m s outlook 2003;200,windows server 2003,windows 7 &amp; 8,desktop engoineer",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bms executive,bms supervisor,it   software,3.67,basic computer,0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,member technical staff asic,asic verification engineer,it   software,3.67,"ethernet,perl,basics,uvm,system verilog,mipi csi 2 protocol",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,project engineer,,it   software,3.67,"vlsi   asic   veril,asic formal verifica,typesetting",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,year months experience hp ux,3 years and 6 months of experience in hp ux,it   software,3.67,"hp unix,hp ux,hp ux,hp ux,hp ux",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,rf analog engineer,be with 3.8 years of experience in rf analog layout engineer,it   software,3.67,"cadence virtuoso,calibre,rf analog layout,skills,virtuoso xl",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,senior project engineer,3.8 yrs automotive domain  serving notice period ,it   software,3.67,"adca,army,microcontrollers,embedded systems,device drivers,dsp processor,can,i2c,spice,embedded c,usart,modbus,login,basic electronics,digital electronics,gpio,can open,can analyzer,rs232,rs485,embedded software,matlab,code composer studio,process automation,system architecture,touch interfaces,signal conditioning",0,0,it,software
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,build release engineer,,it   software,3.67,"plant,build and release en,seven,jenkins",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,3 i infotech,,it   software,3.75,troubleshooting,0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin,,it   software,3.75,"ibm storage,balance sheet,computer hardware,linux general,forecasting,functioning,system administratio,networkings,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,it   software,3.75,"a+ certified,advertising,netbackup,basics,ccna",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,working in wipro ltd as administrative assistant,it   software,3.75,"asset management,server monitoring,big brother,workin",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator eus,administrator  eus,it   software,3.75,"active directory configuration,citirix,dhcp,lotus notes,installing and confi,lotus notes and ms o,basic knowledge abou",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,aix administrator,it   software,3.75,aix,0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,aix administrator,it   software,3.75,"hacmp,aix,lvm,lpars,hmc,visio",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix adminstrator,,it   software,3.75,"aix,various,hacmp 5.3.;5.4,tcp ip",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix server administrator,aix server administrator,it   software,3.75,aix   linux and wind,0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix specialist,,it   software,3.75,"installation &amp; m,network  nfs; tcp ip,system backup; resto",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,,it   software,3.75,"networkings,system administratio,investigation,maintaining servers",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,assistant engineer,embedded c;can;i2c;spi;uart,it   software,3.75,"embedded programming,can,application developm,embedded c;uart;i2c;",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associate network management,b.tech in  ece  more than 3 years exp. in networking field,it   software,3.75,"cisco routers,vlans,lan wan,routing&switching,cisco certified,vlsm,juniper",1,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,business development manager,business development manager,it   software,3.75,"corporate sales,relationship management,cold calling",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedded testing engineer,sr. embedded engineer with 3+ years experience in r & d division in nge services and consultancy,it   software,3.75,embedded testing eng,0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,experienced looking suitable job,network engineer,it   software,3.75,"computer maintenance repair,attandance &amp; acc",0,0,it,software
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,field application engineer,vlsi field application engg. ;m.tech vlsi ,it   software,3.75,"verilog,vhdl,c,c++,matlab,tcl,vhdl verilog and simulation tools,fpgas,c c++,system verilog,infosystem",1,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,backup storage,,it   software,3.75,"netnetbackup,netbackup,hp data protector,net netbackup",0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,a.c.e,b>tech with more than 3 years of experience in networking routing & switching,it   software,3.83,"gnoc,resolution,vlans,tcp ip,installation; router,cisco,bts installation,tnms,ospf,juniper,bgp",1,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin manager,,it   software,3.83,"networkings,system administratio,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin manager,system adminstator,it   software,3.83,"networking protocols,hardwarare",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration,,it   software,3.83,"c++,java,sql   pl sql,netbackup,clustering",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration,sql db administration,it   software,3.83,db admin,0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,adnetwork executive,,it   software,3.83,"networkings,system administratio,linux general,unix   general",0,0,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,aix admin,it   software,3.83,"system administration,hacmp,aix;hacmp;various,aix;,various,lvm,nfs",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.83,"aix,hacmp 5.5,system administratio,networkings",0,1,it,software
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,3.83,"linux general,system administratio,unix   general,windows7,networkings",0,0,it,software
