,User_SubFunctional_Area,User_Functional_Area,User_JobTitle,User_ProfileTitle,User_Industry,User_Experience (Years),User_Skills,Relevant_Degree,Releveant_Cert,Industry,Sector,Relevant_Skills,Relevant_Match_Score
7714,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,aix administrator,it   software,6-12 exp,"c,c++,server administratio,packaging",0,1,it,software,0,0
7715,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,aix administrator,it   software,6-12 exp,"system administratio,linux general,unix   general,windows7,",0,1,it,software,0,0
7716,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,aix admin with 3+ exp,it   software,6-12 exp,",networkings,windows7,linux general",0,1,it,software,0,0
7717,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix administrator,,it   software,6-12 exp,"networkings,system administratio,investigation,maintaining servers",0,0,it,software,0,0
7718,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix linux support engineer,linux aix system engineer,it   software,6-12 exp,"linux   general,linux   general,storage,solarwinds,,shell scripting,selinux,vsftpd,quotas,unix,red hat,hardening,automate,tortoise svn",0,1,it,software,0,0
7719,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administration,,it   software,6-12 exp,",system administratio,networkings,linux general,unix   general,windows7",0,1,it,software,0,0
7720,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administration.,,it   software,6-12 exp,"linux general,system administratio",0,0,it,software,1,0.76
7721,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix system administrator,aix system admin,it   software,6-12 exp,,0,1,it,software,0,0
7722,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,analyst,,it   software,6-12 exp,"firmware,emc storage administ,firmware administartor,",0,0,it,software,0,0
7723,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,it admin,it   software,6-12 exp,",,,,",0,1,it,software,0,0
7724,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,,it   software,6-12 exp,"c++,active directory,administration,itil",0,0,it,software,0,0
7725,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst global it,,it   software,6-12 exp,,1,0,it,software,0,0
7726,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst technical service desk networks,,it   software,6-12 exp,"desk support enginee,vsat",0,0,it,software,0,0
7727,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,android developer,,it   software,6-12 exp,"networkings,system administratio,c++",0,0,it,software,1,0.89
7728,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,apple support engineer,,it   software,6-12 exp,"system administratio,networkings,linux general,unix   general,windows7",0,0,it,software,0,0
7729,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,application development,curiiculaum vitaue,it   software,6-12 exp,"c++,java,databases,c;c++,c",0,0,it,software,0,0
7730,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application engineer,bca; rhce; ccna; windows with 3 yrs exp as system eng admin,it   software,6-12 exp,"tcp ip,,linux; windows,cisco,ssl,",1,1,it,software,0,0
7731,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application engineer,websphere  was  engineer,it   software,6-12 exp,",v,tcp ip,,hsrp,vrrp,rip;eigrp;ospf,server 2k8r2",0,1,it,software,0,0
7732,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application hosting system admin,system and network admin 2 years 9 months,it   software,6-12 exp,"network administration,jboss,xilinx admin,xilinx",0,0,it,software,1,0.86
7733,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application interface executive,resume for customer support executive,it   software,6-12 exp,"technical support  non voice,tcp ip,vpns",0,0,it,software,0,0
7734,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application packager,application packager,it   software,6-12 exp,"networkings,system administratio,linux general,unix   general",0,0,it,software,1,0.73
7735,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application packaging developer,application packager,it   software,6-12 exp,"installshield,wise packaging,,application virtuliz,system deployment,application packagin,application virtuali,scripting",0,0,it,software,0,0
7736,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application security engineer,,it   software,6-12 exp,"nmap,,metasploit,vulnerability assess,nessus",0,0,it,software,0,0
7737,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application server administration,,it   software,6-12 exp,"administration,unix,investigation,applications",0,0,it,software,0,0
7738,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support analyst,,it   software,6-12 exp,"networkings,system administratio,investigation,maintaining servers",0,0,it,software,0,0
7739,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,,it   software,6-12 exp,"linux general,system administratio",0,0,it,software,1,0.76
7740,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,,it   software,6-12 exp,"linux general,system administratio,networkings,unix   general",0,0,it,software,1,0.73
7741,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,,it   software,6-12 exp,"networkings,system administratio,linux general,unix   general,windows7",0,0,it,software,0,0
7742,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support engineer,,it   software,6-12 exp,"troubleshooting,networkings,system administratio",0,0,it,software,1,0.73
7743,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,applications engineer,,it   software,6-12 exp,"peoplecode;,c++;,sql;,cobol;,java",0,0,it,software,0,0
7744,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,apprentice trainee,,it   software,6-12 exp,"computer hardware,desktop pc,,epson,hewlett packard,networkings,system administratio,linux general,unix   general,windows7",0,0,it,software,0,0
7745,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aruba networks,,it   software,6-12 exp,",",0,0,it,software,0,0
7746,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,asic hardware engineer,,it   software,6-12 exp,"verilog; system veri,design compiler; spy,perl; make,windows; linux",0,0,it,software,0,0
7747,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,aspiring work efficient flawless programmer contributing skills,,it   software,6-12 exp,,0,0,it,software,0,0
7748,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant engineer team leader,assitance engineer team leader ,it   software,6-12 exp,,0,0,it,software,0,0
7749,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,assistant professor,resume,it   software,6-12 exp,"embedded design,microcontrollers,orcade,8051 microcontrollers",0,0,it,software,1,0.76
7750,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant system engineer,sap bi consultant,it   software,6-12 exp,"sap business intelligence,sap netweaver,solman,sap bi,database  oracle 10g,query designer",0,0,it,software,0,0
7751,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistanthardware engineer,,it   software,6-12 exp,"networkings,pchardware,system administratio,",0,1,it,software,1,0.78
7752,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associate computer architecture,,it   software,6-12 exp,avaya p333r lb load,0,0,it,software,0,0
7753,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associate computer architecture,,it   software,6-12 exp,"directories,,windows 2000 server,windows nt server,dynamic html  dhtml,html  hyper text markup language,sql   pl sql,changeman,sql server   dba,sql server,ibis,windows 2003",0,0,it,software,0,0
7754,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associate engineer,,it   software,6-12 exp,"investigation,networkings,pchardware,",0,1,it,software,0,0
7755,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associate service operation,,it   software,6-12 exp,"c;,c++,pchardware,networkings",0,0,it,software,0,0
7756,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,associate software engineer,,it   software,6-12 exp,"3d,,",0,1,it,software,0,0
7757,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,asterisk network,it field,it   software,6-12 exp,"dhcp,,installing asterisk,vpns,sip,antivirus",0,1,it,software,0,0
7758,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,avaya telecom engineer,working in tcs with 3 years of experience,it   software,6-12 exp,",avamar",1,0,it,software,0,0
7759,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bpo call centre,,it   software,6-12 exp,",",0,0,it,software,0,0
7760,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,cad engineer,cad engineer,it   software,6-12 exp,"c,c++,perl,tcl,,vlsi cad,perl,php,fpga prototyping,design verification",0,0,it,software,0,0
7761,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,campaign specialist,,it   software,6-12 exp,"networkings,pchardware,",0,1,it,software,0,0
7762,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,central service desk,bscit fresher,it   software,6-12 exp,"sql server   dba,sql server,technical support  non voice,call co ordinator,xhtml,vb6,central service desk",0,0,it,software,0,0
7763,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,challenging position utilize extensive technical skills lead innovativ,,it   software,6-12 exp,languages    c;,0,0,it,software,0,0
7764,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,channel sales executive,channel sales executive,it   software,6-12 exp,"telecomunication,good telecomunication,practically thoughts,faultmanagement,",0,0,it,software,0,0
7765,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,client analyst,bca graduate with 3 year exp,it   software,6-12 exp,,0,0,it,hardwarenetworking,0,0
7766,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,embedeed design  and development,to work in a position; where my skills in embedded applications are utilized to the fullest extent a,it   software,6-12 exp,"embedded programming,selenium api,embedded systems,hardware designing,manual testing,orcade,c",0,1,it,software,1,0.76
7767,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,field engineer,desktop and network engineer,it   software,6-12 exp,,0,0,it,software,0,0
